Groupe;Numéro;Libellé groupe;Sexe;Boursier des lycées (code);Boursier des lycées;Boursier (Code);Boursier;Type établissement;Type établissement (Code);UAI établissement;Libellé établissement;Commune établissement;Département établissement;Pays établissement;Pays établissement (Code);Série/Domaine/Filière;Spécialité/Mention/Voie;Spécialité (Code);Série diplôme;Série diplôme (Code);Dominante diplôme (Code);Dominante diplôme;Spécialité diplôme;Spécialité diplôme (Code);Date de validation;Candidature validée (O/N);Candidature validée (Code) 
14084;361820;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0160010Z;Lycée Elie Vinet;Barbezieux-Saint-Hilaire;16;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;25/03/2018;Oui;1
14118;303085;Bac L;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0620161N;Lycée Alexandre Ribot;Saint-Omer;62;France;99100;L;Mathématiques;11;Littéraire;L;;;Mathématiques;11;30/03/2018;Oui;1
14084;491157;Bac S;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0370016S;lycée polyvalent Thérèse Planiol ;Loches;37;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;28/03/2018;Oui;1
101103;429457;Bac STMG;F;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0190032G;Lycée Edmond Perrier;Tulle;19;France;99100;STMG;Gestion et Finance;536;Sciences et Technologies du Management et de la Gestion;STMG;;;Gestion et Finance;536;30/03/2018;Oui;1
14119;710053;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0160002R;Lycée Guez De Balzac;Angoulême;16;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;29/03/2018;Oui;1
14084;748928;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0641844G;Lycée de Navarre;Saint-Jean-Pied-de-Port;64;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;27/03/2018;Oui;1
14084;723469;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;27/03/2018;Oui;1
14084;671856;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0030124U;CFA - Institut de Formation Interprofessionnel de l'Allier - IFI 03;Avermes;3;France;99100;BP;PREPARATEUR EN PHARMACIE;500;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;19/02/2018;Oui;1
14119;178757;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0631669X;Lycée des Métiers de Chamalières;Chamalières;63;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;25/03/2018;Oui;1
101103;1003496;Bac STMG;F;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0171463Y;Université de La Rochelle;La Rochelle;17;France;99100;Licence - Droit-économie-gestion;Gestion;;Sciences et Technologies du Management et de la Gestion;STMG;;;Ressources Humaines et Communication;537;;Non;0
14084;705563;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0580031U;Lycée Jules Renard;Nevers;58;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;31/03/2018;Oui;1
14084;1221088;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;5;Ecologie, Agronomie et Territoires;Ecologie agronomie et territoires;354;31/03/2018;Oui;1
14114;461422;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190018S;Lycée Pierre Caraminot;Egletons;19;France;99100;STI2D;Energies et environnement;338;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Energies et environnement;338;29/03/2018;Oui;1
14119;277081;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0330088S;Lycée Max Linder;Libourne;33;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;31/03/2018;Oui;1
14114;520305;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0030026M;Lycée Paul Constans;Montluçon;3;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14119;192191;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0810004P;Lycée Louis Rascol;Albi;81;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;14/03/2018;Oui;1
14084;864605;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0170042D;Lycée Cordouan;Royan;17;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;25/03/2018;Oui;1
14084;887308;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0410001D;Lycée Augustin Thierry;Blois;41;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;30/03/2018;Oui;1
14119;495995;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0860028N;Lycée Jean Moulin;Montmorillon;86;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;28/03/2018;Oui;1
60249;168097;Bac Pro;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0875023M;Lycée Maryse Bastie;Limoges;87;France;99100;P;Systèmes électroniques numériques;203;Professionnelle;P;;;Systèmes électroniques numériques;203;31/03/2018;Oui;1
14119;719658;Bac ES;M;1;Oui;1;Boursier du secondaire;Lycée sans classe postbac;2;9760316P;Lycée de Chirongui;Chirongui;976;France;99100;ES;Economie approfondie;352;Economique et social;ES;;;Economie approfondie;352;30/03/2018;Oui;1
14084;302030;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0860005N;Cite Technique Edouard Branly;Châtellerault;86;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;;Non;0
14114;567492;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0470020S;Lycée Val De Garonne;Marmande;47;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;29/03/2018;Oui;1
60249;713390;Bac Pro;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0860037Y;Lycée Nelson Mandela;Poitiers;86;France;99100;P;Technicien menuisier agenceur;205;Professionnelle;P;;;Technicien menuisier agenceur;205;30/03/2018;Oui;1
14084;1069385;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;9830687E;IUT DE NOUVELLE-CALÉDONIE UNIVERSITÉ NOUVELLE-CALÉDONIE;Nouméa;988;France;99100;Licence - Sciences - technologies - santé;Informatique;;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;;Non;0
14118;146899;Bac L;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0370001A;Lycée Léonard de Vinci;Amboise;37;France;99100;L;Droits et grands enjeux du monde contemporain;351;Littéraire;L;;;Droits et grands enjeux du monde contemporain;351;19/03/2018;Oui;1
1539;1002373;Autres candidats;F;0;Non;0;Non boursier;;;;08-mai-45;guelma;99;Algérie;99352;;;;Scientifique;SCI;;;;;13/03/2018;Oui;1
14114;567432;Bac STI2D;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0470020S;Lycée Val De Garonne;Marmande;47;France;99100;STI2D;Energies et environnement;338;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Energies et environnement;338;;Non;0
14119;513267;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0171418Z;Lycée Saint-Exupery;La Rochelle;17;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;16/03/2018;Oui;1
101103;723753;Bac STMG;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0190012K;Lycée Danton;Brive-la-Gaillarde;19;France;99100;STMG;Ressources Humaines et Communication;537;Sciences et Technologies du Management et de la Gestion;STMG;;;Ressources Humaines et Communication;537;27/03/2018;Oui;1
14119;688810;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870015U;Lycée Gay-Lussac;Limoges;87;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;11/03/2018;Oui;1
14084;688875;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870015U;Lycée Gay-Lussac;Limoges;87;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;31/03/2018;Oui;1
14119;419551;Bac ES;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0870050G;Lycée Jean Baptiste Darnet;Saint-Yrieix-la-Perche;87;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;26/03/2018;Oui;1
14084;598519;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0861223M;Lycée Pilote Innovant International;Jaunay-Marigny;86;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;31/03/2018;Oui;1
14119;308245;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0630052P;Lycée Claude et Pierre Virlogeux;Riom;63;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;28/03/2018;Oui;1
14114;296000;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870056N;Lycée Turgot;Limoges;87;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14084;531181;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0312093G;Lycée International Victor Hugo;Colomiers;31;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;28/03/2018;Oui;1
14114;1023650;Bac STI2D;M;0;Non;0;Non boursier;Université;4;0311384L;Université Toulouse 3 Paul Sabatier;Toulouse;31;France;99100;;;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;15/03/2018;Oui;1
14114;723512;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14084;582690;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0331760J;Lycée Fernand Daguin;Mérignac;33;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;31/03/2018;Oui;1
14119;167192;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870016V;Lycée Leonard Limosin;Limoges;87;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;17/02/2018;Oui;1
14114;351898;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0710012C;Lycée Nicéphore Niepce;Chalon-sur-Saône;71;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;28/03/2018;Oui;1
14114;650339;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0312289V;Lycée Pierre-Paul Riquet;Saint-Orens-de-Gameville;31;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;31/03/2018;Oui;1
14084;786218;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0180006J;Lycée Marguerite De Navarre;Bourges;18;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;21/03/2018;Oui;1
14084;852886;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0370009J;Lycée Francois Rabelais;Chinon;37;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;28/03/2018;Oui;1
14119;707971;Bac ES;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0190058K;Lycée Bossuet;Brive-la-Gaillarde;19;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;;Non;0
14084;781426;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0320067Z;Lycée des Métiers - Le Garros;Auch;32;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;28/03/2018;Oui;1
14118;1045429;Bac L;F;0;Non;0;Non boursier;;;;;;;;;;;;Littéraire;L;;;Mathématiques;11;27/02/2018;Oui;1
14084;473189;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0170027M;Lycée René-Josué Valin;La Rochelle;17;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;25/03/2018;Oui;1
14118;667735;Bac L;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0631861F;Lycée René Descartes;Cournon-d'Auvergne;63;France;99100;L;Arts plastiques;25;Littéraire;L;;;Arts plastiques;25;30/03/2018;Oui;1
101103;325927;Bac STMG;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0360019A;Lycée George Sand;La Châtre;36;France;99100;STMG;Mercatique;206;Sciences et Technologies du Management et de la Gestion;STMG;;;Mercatique;206;31/03/2018;Oui;1
14084;188345;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0330115W;Lycée Reclus;Sainte-Foy-la-Grande;33;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;29/03/2018;Oui;1
14084;887384;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0410001D;Lycée Augustin Thierry;Blois;41;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;13/03/2018;Oui;1
1539;129238;Autres candidats;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870581J;Lycée agricole de Limoges les Vaseix;Verneuil-sur-Vienne;87;France;99100;STAV;;;Sciences et Technologies de l'agronomie et du vivant;STAV;;;Aménagement et valorisation des espaces;546;16/03/2018;Oui;1
14114;723359;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;31/03/2018;Oui;1
14114;764250;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0640001D;Lycée Cantau;Anglet;64;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;14/03/2018;Oui;1
14084;642956;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0672604S;Lycée Marc Bloch;Bischheim;67;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;10/03/2018;Oui;1
14084;393269;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0460010L;Lycée Champollion;Figeac;46;France;99100;S;Mathématiques;11;Scientifique;S;2;Sciences de l'ingénieur;Mathématiques;11;24/03/2018;Oui;1
14084;831380;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0170135E;Lycée Jean Hyppolite;Jonzac;17;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;27/03/2018;Oui;1
14114;519969;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0030026M;Lycée Paul Constans;Montluçon;3;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;30/03/2018;Oui;1
14118;672309;Bac L;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;9760182U;Lycée de Sada;Sada;976;France;99100;L;Arts plastiques;25;Littéraire;L;;;Arts plastiques;25;29/03/2018;Oui;1
1539;400876;Autres candidats;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0332497K;Lycée professionnel St Vincent De Paul;Bordeaux;33;France;99100;P;Réalisation de produits imprimés et plurimédia option A productions graphiques;559;Professionnelle;P;;;Réalisation de produits imprimés et plurimédia option A productions graphiques;559;05/03/2018;Oui;1
14084;261550;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870118F;Lycée Raoul Dautry;Limoges;87;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
14084;470817;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0400007R;Lycée de Borda;Dax;40;France;99100;S;Physique-chimie;32;Scientifique;S;2;Sciences de l'ingénieur;Physique-chimie;32;;Non;0
14119;1171640;Bac ES;F;0;Non;2;Boursier de l'enseignement supérieur;Lycée à classe postbac;1;0870019Y;Lycée Suzanne Valadon;Limoges;87;France;99100;DCG;Diplôme de Comptabilité et de Gestion;;Economique et social;ES;;;Mathématiques;11;;Non;0
14118;1184638;Bac L;F;0;Non;2;Boursier de l'enseignement supérieur;Lycée à classe postbac;1;0330126H;Lycée Victor Louis;Talence;33;France;99100;BTS - Services;Gestion de la PME;;Littéraire;L;;;Langue renforcée;23;;Non;0
14084;817024;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0310038Y;Lycée BELLEVUE;Toulouse;31;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14119;528693;Bac ES;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0330010G;Lycée Anatole De Monzie;Bazas;33;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;31/03/2018;Oui;1
14084;322509;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0860755D;Ensemble scolaire Isaac de l'Etoile Les Feuillants;Poitiers;86;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
14084;298507;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0360008N;Lycée Jean Giraudoux;Châteauroux;36;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;20/03/2018;Oui;1
14084;365144;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870864S;Lycée Saint-Jean;Limoges;87;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;25/03/2018;Oui;1
14084;528273;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0860035W;Lycée Camille Guérin;Poitiers;86;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;30/03/2018;Oui;1
14084;851166;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870040W;Lycée Paul Eluard;Saint-Junien;87;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;28/03/2018;Oui;1
14084;470073;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0770922J;Lycée Gaston BACHELARD;Chelles;77;France;99100;S;Physique-chimie;32;Scientifique;S;2;Sciences de l'ingénieur;Physique-chimie;32;26/03/2018;Oui;1
14114;861687;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0630021F;Lycée La Fayette;Clermont-Ferrand;63;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;12/03/2018;Oui;1
14119;472896;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0170027M;Lycée René-Josué Valin;La Rochelle;17;France;99100;ES;Economie approfondie;352;Economique et social;ES;;;Economie approfondie;352;29/03/2018;Oui;1
14114;261617;Bac STI2D;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870118F;Lycée Raoul Dautry;Limoges;87;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;24/03/2018;Oui;1
14119;709863;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0160002R;Lycée Guez De Balzac;Angoulême;16;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;25/03/2018;Oui;1
14114;723446;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14119;561086;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0492089E;Lycée Emmanuel Mounier;Angers;49;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
14084;612233;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0383069E;Lycée Camille Corot;Morestel;38;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;30/03/2018;Oui;1
14119;820720;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0240005A;Lycée Maine De Biran;Bergerac;24;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;;Non;0
14119;261518;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870118F;Lycée Raoul Dautry;Limoges;87;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;30/03/2018;Oui;1
14114;628794;Bac STI2D;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0820021C;Lycée Antoine Bourdelle;Montauban;82;France;99100;STI2D;Architecture et construction;337;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Architecture et construction;337;13/03/2018;Oui;1
1539;800441;Autres candidats;M;0;Non;1;Boursier du secondaire;Lycée sans classe postbac;2;0040007L;Lycée professionnel Alphonse Beau De Rochas;Digne-les-Bains;4;France;99100;P;Gestion-Administration;348;Professionnelle;P;;;Gestion-Administration;348;31/03/2018;Oui;1
14114;417270;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0240035H;Lycée Pre De Cordy;Sarlat-la-Canéda;24;France;99100;STI2D;Energies et environnement;338;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Energies et environnement;338;29/03/2018;Oui;1
101103;222432;Bac STMG;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0660059F;Lycée Notre-Dame De Bon Secours;Perpignan;66;France;99100;STMG;Gestion et Finance;536;Sciences et Technologies du Management et de la Gestion;STMG;;;Gestion et Finance;536;24/03/2018;Oui;1
14119;312292;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0360009P;Lycée Pierre Et Marie Curie;Châteauroux;36;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
14084;663715;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0790036K;Lycée Jean Moulin;Thouars;79;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;29/03/2018;Oui;1
14118;688977;Bac L;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870015U;Lycée Gay-Lussac;Limoges;87;France;99100;L;Langue renforcée;23;Littéraire;L;;;Langue renforcée;23;25/03/2018;Oui;1
14084;887475;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0410001D;Lycée Augustin Thierry;Blois;41;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14119;852592;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0442765S;Lycée Polyvalent Nelson MANDELA;Nantes;44;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;;Non;0
14114;277852;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0560026Z;Lycée Jean-Baptiste Colbert;Lorient;56;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;30/03/2018;Oui;1
14084;818178;Bac S;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0120051R;Lycée Jeanne D'Arc;Millau;12;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;28/03/2018;Oui;1
14114;261533;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870118F;Lycée Raoul Dautry;Limoges;87;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;27/03/2018;Oui;1
101103;634958;Bac STMG;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0790023W;Lycée Jean Mace;Niort;79;France;99100;STMG;Ressources Humaines et Communication;537;Sciences et Technologies du Management et de la Gestion;STMG;;;Ressources Humaines et Communication;537;31/03/2018;Oui;1
14084;292520;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0870045B;Lycée Bernard Palissy;Saint-Léonard-de-Noblat;87;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;29/03/2018;Oui;1
14084;508568;Bac S;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0850135K;Lycée Sainte Marie;Chantonnay;85;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;29/03/2018;Oui;1
14084;413588;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0760093N;Lycée Camille Saint-Saens;Rouen;76;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;26/03/2018;Oui;1
14084;533777;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0470001W;Lycée Bernard Palissy;Agen;47;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;29/03/2018;Oui;1
1539;607472;Autres candidats;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870019Y;Lycée Suzanne Valadon;Limoges;87;France;99100;ST2S;;;Sciences et technologies de la santé et du social;ST2S;;;;;30/03/2018;Oui;1
